HostName;Description;Severity;Status;Occurrence_Time
djezzy-dc1-FE-Server7;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;05/01/2020 05:23
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:22
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:21
m4sdp26b;Checking CPU & Memory Usage for FDS Processes;HIGH;OK;05/01/2020 05:20
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:19
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:19
m11sdp21a;Generic error during ftp on {HOST.HOST};AVERAGE;OK;05/01/2020 05:19
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:19
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:19
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:19
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:19
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:19
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:19
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:19
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:19
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:18
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:18
m11air3;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:18
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:18
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:18
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;05/01/2020 05:16
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;05/01/2020 05:16
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:16
m11air3;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:15
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:13
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:13
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:13
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:13
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:13
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:13
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:13
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:13
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:13
djezzy-dc1-FE-Server7;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;05/01/2020 05:12
djezzy-dc1-mm-esa;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;05/01/2020 05:12
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:12
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:11
m11sdp20a;Generic error during ftp on {HOST.HOST};AVERAGE;OK;05/01/2020 05:11
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:10
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:10
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:09
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:07
m11sdp20a;Generic error during ftp on {HOST.HOST};AVERAGE;OK;05/01/2020 05:07
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:06
m11sdp20a;Error renaming remote file on {HOST.HOST};AVERAGE;OK;05/01/2020 05:06
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:04
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:04
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 05:04
rc51e00vm004;High CPU Utilization detected on redis-server process;WARNING;OK;05/01/2020 05:03
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:02
m11air3;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:02
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:01
m4sdp24a;Error renaming remote file on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:01
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:01
rc51e00vm004;High CPU Utilization detected on redis-server process;WARNING;OK;05/01/2020 05:01
rc51e00vm014;File transfer has failed for Creditshare dump;AVERAGE;PROBLEM;05/01/2020 05:01
m9sdp16a;Check FTP Manager in event file Hourly;WARNING;PROBLEM;05/01/2020 05:01
m10air04;Balance Enquiry 3 and Account Update per SDP (night);DISASTER;OK;05/01/2020 05:01
m4sdp24a;Error renaming remote file on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:01
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;05/01/2020 05:00
m11air3;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:00
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;05/01/2020 05:00
m11air3;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 05:00
dc1occ05;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;05/01/2020 04:59
dc1occ06;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;05/01/2020 04:59
dc2occ07;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;05/01/2020 04:59
dc2occ08;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;05/01/2020 04:59
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:59
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:59
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:59
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:59
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:59
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:59
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:59
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:58
dc1occ05;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;05/01/2020 04:58
dc1occ06;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;05/01/2020 04:58
dc2occ07;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;05/01/2020 04:58
dc2occ08;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;05/01/2020 04:58
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:58
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:58
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:58
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:58
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:58
m11air3;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:57
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:57
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:56
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:54
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:51
m10air04;Balance Enquiry 3 and Account Update per SDP (night);DISASTER;OK;05/01/2020 04:50
m11sdp20a;Error renaming remote file on {HOST.HOST};AVERAGE;OK;05/01/2020 04:50
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:50
m11sdp20a;Generic error during ftp on {HOST.HOST};AVERAGE;OK;05/01/2020 04:49
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:49
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:46
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;05/01/2020 04:46
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;05/01/2020 04:46
m10air04;Balance Enquiry 3 and Account Update per SDP (night);DISASTER;OK;05/01/2020 04:45
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:44
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:44
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:44
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:44
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:44
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:44
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:44
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:44
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:43
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:43
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:43
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:43
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:41
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;05/01/2020 04:40
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;05/01/2020 04:40
ALGS1PROD1SAPC;"Minor Alarm on {HOST.HOST} with SP:{{ITEM.VALUE}.regsub(""(Specific Problem).(.*)"",""\2"")}";WARNING;OK;05/01/2020 04:40
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:39
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:38
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:38
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:38
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:38
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:38
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:38
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:38
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:38
rc51e00vm016a;SlaveBehindMaster >= 120 < 600;WARNING;OK;05/01/2020 04:37
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:37
rc51e00vm016a;SlaveBehindMaster >= 120 < 600;WARNING;OK;05/01/2020 04:36
rc51e00vm016a;SlaveBehindMaster >= 600 < 1800;HIGH;OK;05/01/2020 04:36
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;05/01/2020 04:35
m10air04;Balance Enquiry 3 and Account Update per SDP (night);DISASTER;OK;05/01/2020 04:35
ALGS1PROD1SAPC;"Minor Alarm on {HOST.HOST} with SP:{{ITEM.VALUE}.regsub(""(Specific Problem).(.*)"",""\2"")}";WARNING;OK;05/01/2020 04:35
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;05/01/2020 04:35
m11sdp20b;Processor load is too high;HIGH;OK;05/01/2020 04:34
OCCDEV;SystemResources:Disk Performance Utilization on {HOST.HOST};WARNING;OK;05/01/2020 04:34
m11sdp21a;Error renaming remote file on {HOST.HOST};AVERAGE;OK;05/01/2020 04:34
m11sdp20a;Generic error during ftp on {HOST.HOST};AVERAGE;OK;05/01/2020 04:32
m9sdp16a;Check FTP Manager in event file Hourly;WARNING;PROBLEM;05/01/2020 04:31
m10air04;Balance Enquiry 3 and Account Update per SDP (night);DISASTER;OK;05/01/2020 04:30
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:29
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:29
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:29
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:29
m11sdp20b;Processor load is too high;HIGH;OK;05/01/2020 04:28
Zabbix server;More than 100 items having missing data for more than 10 minutes;WARNING;OK;05/01/2020 04:27
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:27
m11sdp20b;Processor load is too high;HIGH;OK;05/01/2020 04:26
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:24
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:24
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:24
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:24
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:24
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:23
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:23
m8sdp22a;Error renaming remote file on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:23
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:23
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:23
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:23
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:23
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:23
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:23
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:23
m8sdp22a;Generic error during ftp on {HOST.HOST};AVERAGE;OK;05/01/2020 04:22
m8sdp22a;Generic error during ftp on {HOST.HOST};AVERAGE;OK;05/01/2020 04:22
m11sdp20b;Processor load is too high;HIGH;OK;05/01/2020 04:22
m8sdp22a;Error renaming remote file on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:22
ALGS2-L-EMA4;batch-handler-module is not in service on {HOST.HOST};HIGH;OK;05/01/2020 04:21
ALGS2-L-EMA4;Northbound MML interface is not in service on {HOST.HOST};HIGH;OK;05/01/2020 04:21
m11sdp20b;Processor load is too high;HIGH;OK;05/01/2020 04:21
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:21
m11sdp20b;Processor load is too high;HIGH;OK;05/01/2020 04:20
10.96.16.7;Memory usage is greater than 70% on {HOST.NAME};AVERAGE;OK;05/01/2020 04:18
Zabbix server;More than 100 items having missing data for more than 10 minutes;WARNING;OK;05/01/2020 04:17
m10air04;Balance Enquiry 3 and Account Update per SDP (night);DISASTER;OK;05/01/2020 04:15
m8air6;Balance Enquiry 3 and Account Update per SDP (night);DISASTER;OK;05/01/2020 04:15
m11sdp20a;Generic error during ftp on {HOST.HOST};AVERAGE;OK;05/01/2020 04:14
m10air04;Balance Enquiry 3 and Account Update per SDP (night);DISASTER;OK;05/01/2020 04:11
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:10
OCCDEV;SystemResources:Disk Performance Utilization on {HOST.HOST};WARNING;OK;05/01/2020 04:09
m11sdp20b;Processor load is too high;HIGH;OK;05/01/2020 04:09
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:09
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:09
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:09
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:09
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:09
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:09
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:09
m11sdp20b;Processor load is too high;HIGH;OK;05/01/2020 04:08
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;05/01/2020 04:08
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;05/01/2020 04:08
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:08
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:08
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:08
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:08
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:08
Zabbix server;More than 100 items having missing data for more than 10 minutes;WARNING;OK;05/01/2020 04:07
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:07
m8air6;Balance Enquiry 3 and Account Update per SDP (night);DISASTER;OK;05/01/2020 04:05
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:04
OCCDEV;SystemResources:Disk Performance Utilization on {HOST.HOST};WARNING;OK;05/01/2020 04:04
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:04
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:03
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:03
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:03
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 04:03
m8sdp23b;Processor load is too high;HIGH;OK;05/01/2020 04:03
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:02
m11sdp20a;Generic error during ftp on {HOST.HOST};AVERAGE;OK;05/01/2020 04:02
m8sdp22b;Processor load is too high;HIGH;OK;05/01/2020 04:01
dc1occ05;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;05/01/2020 04:00
dc1occ06;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;05/01/2020 04:00
dc2occ07;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;05/01/2020 04:00
dc2occ08;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;05/01/2020 04:00
m8sdp23b;Processor load is too high;HIGH;OK;05/01/2020 04:00
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 04:00
m11sdp20a;Error renaming remote file on {HOST.HOST};AVERAGE;OK;05/01/2020 04:00
m8sdp22b;Processor load is too high;HIGH;OK;05/01/2020 04:00
dc1occ05;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;05/01/2020 03:59
dc1occ06;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;05/01/2020 03:59
dc2occ08;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;05/01/2020 03:59
dc2occ07;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;05/01/2020 03:59
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 03:58
Zabbix server;More than 100 items having missing data for more than 10 minutes;WARNING;OK;05/01/2020 03:57
m11sdp20b;Processor load is too high;HIGH;OK;05/01/2020 03:57
rc51e00h001b;"""mysqld-proxy"": 2 processes NOT running on web database server";DISASTER;PROBLEM;05/01/2020 03:57
m2sdp27b;Processor load is too high;HIGH;OK;05/01/2020 03:57
m5sdp25b;Processor load is too high;HIGH;OK;05/01/2020 03:57
m8sdp23b;Processor load is too high;HIGH;OK;05/01/2020 03:56
m8sdp23b;Processor load is too high;HIGH;OK;05/01/2020 03:55
m11sdp20b;Processor load is too high;HIGH;OK;05/01/2020 03:55
rc51e00h001b;"""mysqld-proxy"": 2 processes NOT running on web database server";DISASTER;PROBLEM;05/01/2020 03:55
m8sdp23b;Processor load is too high;HIGH;OK;05/01/2020 03:54
m8sdp22b;Processor load is too high;HIGH;OK;05/01/2020 03:54
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 03:54
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 03:54
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 03:54
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 03:54
m8sdp23b;Processor load is too high;HIGH;OK;05/01/2020 03:53
m8sdp22b;Processor load is too high;HIGH;OK;05/01/2020 03:53
m11sdp21a;Error renaming remote file on {HOST.HOST};AVERAGE;OK;05/01/2020 03:53
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 03:53
m5sdp25b;Processor load is too high;HIGH;OK;05/01/2020 03:53
m8sdp22b;Processor load is too high;HIGH;OK;05/01/2020 03:51
m11sdp20b;Processor load is too high;HIGH;OK;05/01/2020 03:51
m2sdp27b;Processor load is too high;HIGH;OK;05/01/2020 03:51
m4sdp24b;Processor load is too high;HIGH;OK;05/01/2020 03:51
m8sdp23b;Processor load is too high;HIGH;OK;05/01/2020 03:51
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 03:51
m11air2;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 03:50
m5sdp25b;Processor load is too high;HIGH;OK;05/01/2020 03:49
m4sdp24b;Processor load is too high;HIGH;OK;05/01/2020 03:49
m8sdp23b;Processor load is too high;HIGH;OK;05/01/2020 03:49
m8sdp22a;Error renaming remote file on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 03:49
m11sdp20b;Processor load is too high;HIGH;OK;05/01/2020 03:49
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 03:49
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 03:49
m4sdp26b;Processor load is too high;HIGH;OK;05/01/2020 03:49
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 03:49
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 03:49
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 03:48
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 03:48
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 03:48
m5sdp25b;Processor load is too high;HIGH;OK;05/01/2020 03:48
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 03:48
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 03:48
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 03:48
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 03:48
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 03:48
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;05/01/2020 03:48
m5sdp25b;Processor load is too high;HIGH;OK;05/01/2020 03:47
m5sdp25b;Processor load is too high;HIGH;OK;05/01/2020 03:46
m4sdp24b;Processor load is too high;HIGH;OK;05/01/2020 03:46
m11air1;Configuration error. on {HOST.HOST};AVERAGE;PROBLEM;05/01/2020 03:46
m4sdp26b;Processor load is too high;HIGH;OK;05/01/2020 03:45
m8sdp23b;Processor load is too high;HIGH;OK;05/01/2020 03:45
